,researcher_name,skills
144,"Sabalowsky, Andrew","{'micro wind turbine', 'microbial fuel', 'fluid flow', 'bioremediation hazardous', 'centered fluid', 'ha methane hydrogen production', 'energy technology', 'wind turbine', 'hydrogen production', 'biofuel production', 'fermentable product', 'specifically relate', 'microbial fuel cell', 'hazardous xenobiotic', 'anaerobic process', 'methane hydrogen', 'renewable energy', 'molecule biofuel', 'renewable energy technology centered fluid flow', 'dr sabalowsky', 'relate bioremediation', 'xenobiotic molecule', 'expertise anaerobic', 'solar chimney', 'prior expertise', 'dr sabalowsky prior expertise anaerobic process', 'specifically relate bioremediation hazardous xenobiotic molecule biofuel production', 'product recently', 'technology centered', 'fermentable product recently', 'micro wind', 'wave attenuation', 'sabalowsky prior', 'ha methane', 'fuel cell'}"
145,"Sadati, Monirosadat (Sanaz)","{'environment design', 'water remediation', 'explore micro', 'local energy', 'sadati lab pursue bottom approach study structure', 'vicinity cell', 'micromachines navigate', 'time structure', 'assembly soft', 'drug loading', 'harvard', 'design autonomous', 'navigate efficiently', 'postdoctoral associate', 'actuation', 'bacteria ability', 'application drug', 'controlled release vicinity cell', 'amirkabir technology', 'structure rheology', 'rheology microswimmers', 'range application', 'lab pursue', 'systematic study', 'feature among', 'environment explore', 'stimulus inspired', 'topological defect', 'material unique', 'move complex', 'responsive material', 'name many', 'release vicinity', 'phd', 'including tissue', 'many application', 'autonomous micromachines', 'convert energy', 'artificial active', 'january postdoctoral', 'property systematic', 'motion regulate', 'response external', 'controlled cargo transport', 'january postdoctoral associate', 'directed motion', 'real time', 'unique architectural', 'real time structure rheology', 'micro rheology', 'chicago', 'assistant professor', 'study self', 'microswimmers bacteria', 'envisioned broad', 'active micromotors', 'complex environment', 'remediation name', 'dynamic', 'tunable macroscopic', 'study structure', 'architectural feature', 'microswimmers complex', 'anisotropic component', 'inspired biomechanics', 'developed transduce', 'biomechanics nature', 'cargo transport', 'energy directed', 'bottom approach', 'common feature', 'polymer engineering', 'application including', 'ability convert', 'artificial micromotors', 'energy motion', 'engineer responsive', 'transduce local', 'feature designed', 'tunable macroscopic property systematic study self assembly', 'regulate self', 'component capable', 'material science', 'natural microswimmers', 'micromotors developed', 'self assembly soft material', 'realistic condition', 'external stimulus', 'approach study', 'micromotors move', 'self assembly', 'self propulsion', 'designed broad', 'water remediation name many application', 'artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading', 'macroscopic property', 'leading new', 'pursue bottom', 'sadati lab', 'soft material', 'controlled release', 'broad range', 'among natural', 'drug delivery', 'micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation', 'motion propulsion', 'micromotors envisioned', 'efficiently realistic', 'engineer responsive material unique architectural feature designed broad range application including tissue engineering', 'tissue engineering', 'condition operation', 'biosensing common', 'controlled cargo', 'emphasis anisotropic component capable leading new', 'biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature', 'emphasis anisotropic', 'capable leading', 'propulsion response', 'propulsion artificial', 'eth zurich'}"
146,"Sahin, Alphan ","{'wireless communication', 'signal processing'}"
147,"Santi, Enrico","{'development virtual', 'interaction power', 'weight current', 'control simulation', 'test bed', 'listen stereo', 'type telephone', 'maximum efficiency', 'think drive', 'power electronics', 'semiconductor device', 'acsl', 'long term', 'control simulation advanced electrical power distribution system', 'based tool', 'use computer', 'swearingenroom main streetcolumbia', 'sc santi long term area power electronics may interaction power electronics think drive car', 'prototyping power', 'distribution system', 'electricity needed', 'delivered maximum efficiency', 'hardware loop', 'rapid prototyping', 'delivered maximum', 'swearingenroom main', 'come contact power electronics thanks power electronics', 'electrical system', 'area power', 'electricity needed run thing use everyday processed', 'particular involved', 'simulation advanced', 'make hole cordless drill', 'virtual test', 'santi long', 'current modeling', 'talk type telephone', 'multiple simulation', 'drive car', 'sc santi', 'thing use', 'filtered', 'talk type', 'size minimal', 'needed run', 'power electronic', 'simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice', 'power distribution', 'thanks power', 'etc hardware', 'electronics thanks', 'simulation electrical', 'cordless drill', 'minimal weight', 'electrical power', 'tool rapid', 'advanced electrical', 'involved development', 'power semiconductor', 'everyday processed', 'support input', 'smallest size minimal weight current modeling', 'device particular', 'term area', 'contact power', 'bed support', 'may interaction', 'hole cordless', 'device test', 'input multiple', 'system power', 'modeling power', 'use everyday', 'make hole', 'main streetcolumbia', 'loop simulation', 'run thing', 'come contact', 'physic based modeling power semiconductor device particular involved development virtual test bed', 'electronics may', 'electronics think', 'saber', 'etc hardware loop simulation electrical system', 'physic based', 'simulation based', 'electronic device', 'based modeling', 'language spice', 'simulation language', 'smallest size', 'cook microwave', 'power system'}"
148,"Sasanakul, Inthuorn",{'geotechnical engineering'}
149,"Schooley, Benjamin","{'health informatics', 'health', 'design science'}"
150,"Shazly, Tarek ","{'begun expect', 'drug coated', 'interaction purpose', 'endovascular technology', 'material interaction', 'potential vascular', 'potential risk', 'enhanced matrix', 'nearly require', 'technology safe', 'tissue essential', 'tissue specific', 'variation geometry', 'term providing', 'interaction implanted', 'finite element', 'design second', 'adhesion tissue', 'material system', 'theoretical biomechanical', 'related publication', 'disease state', 'balloon steadily', 'area experimental', 'steadily evolved', 'phenomenon exploited', 'predictive computational', 'native engineered', 'clinical practice', 'two distinct', 'introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute', 'soft tissue', 'mechanically mediated', 'explain intra', 'area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first', 'continued advancement', 'computational model', 'performance publication', 'property', 'continuum mechanical', 'publication established', 'power strategy', 'substitute publication', 'device degradation erosion kinetics accommodate inherent complexity face rapid device development', 'understanding soft', 'requiring consideration', 'impacted field', 'vessel variation', 'tissue material', 'material biocompatibility', 'engineering vascular', 'typically requiring consideration hemodynamics', 'study native', 'ha focused', 'previously understudied', 'principle explain', 'complexity face', 'mechanism action', 'providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system', 'expect nearly', 'evaluate emergent device', 'action potential', 'engineered blood', 'assessment', 'circulatory system', 'environment mechanosensitive', 'vascular cell', 'biocompatibility power', 'advanced material', 'approach needed', 'sealant performance', 'field two', 'understanding mechanically', 'across material', 'tissue engineered', 'evolved past', 'area characterization', 'work wa', 'initial demonstration', 'modeling endovascular', 'consideration hemodynamics', 'mediated vascular', 'inherent complexity', 'generalized across', 'degradation erosion', 'publication emerged', 'strength without', 'deployment strategy', 'drug pharmacokinetics', 'year multidisciplinary', 'practice area', 'face rapid', 'matrix elaboration', 'meet field', 'material design', 'agency begun', 'identification constitutive', 'elaboration thus', 'early work', 'way first', 'established novel', 'typically requiring', 'vascular substitute', 'needed design', 'design strategy', 'strategy enhance', 'regulatory agency', 'implanted polymeric', 'require predictive', 'engineered construct', 'rapid device', 'yet critical', 'kinetics accommodate', 'understudied yet', 'construct exhibit', 'work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state', 'optimizing surgical', 'work ha', 'basis engineering', 'compromising material', 'area impactful', 'material soft', 'demonstration adhesion', 'cell normal', 'specific phenomenon', 'clearly explain', 'model design', 'applying continuum mechanical principle explain intra vessel variation geometry', 'drug eluting', 'soft tissuesmy', 'line inquiry', 'vesselsthe identification', 'novel design', 'element based', 'field demand', 'introduction clinical', 'region circulatory', 'explain mechanism', 'understanding mechanically mediated vascular tissue remodeling', 'coated balloon', 'experimental theoretical', 'mechanosensitive vascular', 'material mechanic', 'past year', 'blood vesselsthe', 'constitutive mechanical', 'endovascular technologiesendovascular', 'evaluate emergent', 'providing data', 'facilitate continued', 'mechanical model', 'model previously', 'polymeric material', 'inquiry impacted', 'advancement endovascular', 'critical region', 'quantifying local', 'providing basis', 'publication area', 'impactful term', 'sealant application', 'exploited advanced', 'eluting stent', 'tissue substitute', 'technology meet', 'provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second', 'composition', 'distinct way', 'drug coated balloon steadily evolved past year multidisciplinary approach needed design', 'device development', 'development finite', 'safe introduction', 'applying continuum', 'introducing tissue', 'multidisciplinary approach', 'model vascular', 'mechanical principle', 'exhibit enhanced', 'modeling endovascular technologiesendovascular technology drug eluting stent', 'focused understanding', 'local environment', 'normal disease', 'risk new', 'technologiesendovascular technology', 'wa focused', 'technology drug', 'related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization', 'accommodate inherent', 'new technology', 'tissue remodeling', 'erosion kinetics', 'vascular tissue', 'intra vessel', 'system surgical', 'application area', 'thus potential', 'strategy facilitate', 'adhesion strength', 'based computational', 'tissuesmy early', 'surgical sealant', 'focused development', 'area interaction', 'essential quantifying', 'data model', 'provided initial', 'emerged line', 'model clearly', 'biomechanical study', 'enhance adhesion', 'without compromising', 'erodible scaffold', 'regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand', 'design deployment', 'emergent device', 'strategy generalized', 'optimize', 'device degradation', 'purpose optimizing'}"
151,"Shepherd, Jeremiah","{'teach csce', 'jj shepherd teach csce course', 'csce course', 'jj shepherd', 'shepherd teach'}"
152,"Sheth, Amit","{'perceptual comput', 'knowledgeinfused learning', 'smart data', 'semantic cognitive', 'knowledge graph', 'cognitive perceptual', 'big smart data', 'artificial intelligence', 'big smart', 'semantic cognitive perceptual comput'}"
153,"Shimpalee, Sirivatch","{'use multi', 'current area', 'bradley', 'main streetcolumbia', 'bioenergy expertise', 'shimpalee current area renewable energy including fuel cell', 'scale multi', 'thermal system', 'modeling combine', 'thailand', 'bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon', 'multi scale', 'dimensional modeling', 'expertise use', 'horizon main', 'complex system', 'temperature thermal', 'chiang mai', 'understand physic', 'system particularly', 'high temperature', 'inside complex', 'transport phenomenon', 'horizon main streetcolumbia', 'physic inside', 'sc', 'energy storage', 'energy including', 'shimpalee current', 'renewable energy', 'multi dimensional', 'columbia', 'electrochemistry understand', 'area renewable', 'combine electrochemistry', 'including fuel', 'fuel cell', 'particularly transport', 'high temperature thermal system'}"
154,"Simin, Grigory","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
155,"Smoak, Wilson","{'elct electrical engineering department', 'recently intel', 'instructor coordinator', 'following successful', 'electrical engineering', 'career design', 'wilson smoak instructor coordinator capstone design course', 'design course', 'following successful career design digital electronics', 'capstone design', 'smoak instructor', 'engineering department', 'elct electrical', 'design digital', 'wilson smoak', 'coordinator capstone', 'successful career', 'digital electronics'}"
156,"Sockalingam, Subramani ","{'computational mechanic', 'element analysis', 'composite', 'experimental mechanic', 'finite element', 'finite element analysis'}"
157,"Spinale, Frank G.","{'death disability', 'francis spinale', 'scientific meeting', 'som va', 'translational center', 'spinale director', 'ha peer', 'cardiac working', 'dr spinale', 'surgery additionally', 'department faculty', 'patent nih', 'collaborate department', 'biotechnology company', 'potential treatment', 'transfer grant', 'major scientific', 'conference dr', 'publication leading', 'advance understanding', 'system cardiac', 'thematic area', 'congress conference', 'cardiovascular journal', 'nationally internationally', 'ha invited', 'cardiac surgery', 'two decade', 'ha working', 'ha pioneered various project cardiac working collaborate department faculty som va', 'failure patient', 'project cardiac', 'effort thematic', 'reviewed publication', 'phd', 'including american', 'ha pioneered', 'cause heart', 'pharmaceutical company', 'renowned cardiovascular', 'american heart', 'professional society', 'main cause', 'prestigious scientific', 'college cardiology', 'also ha peer reviewed publication leading cardiovascular journal fellow several professional society', 'treatment major', 'internationally renowned cardiovascular scientist', 'decade mechanistic', 'microdialysis microfluidics', 'cardiovascular scientist', 'area cardiovascular', 'nih small', 'scientific journal', 'consultant various', 'cardiovascular translational', 'ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure', 'pioneered various', 'serf ditorial', 'translational', 'main cause death disability', 'working advance', 'patient also', 'also entrepreneur', 'dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit', 'major cause', 'invited present', 'spinale serf', 'remodeling particular', 'business technology', 'past two', 'american college', 'faculty som', 'ha directed', 'focus upon', 'company biotechnology', 'cardiovascular remodeling', 'seven prestigious', 'study ha', 'company credit', 'understanding potential', 'translational effort', 'board seven', 'also ha', 'microfluidics delivery', 'internationally renowned', 'ditorial board', 'grant develop', 'entrepreneur patent', 'internationally major', 'various project', 'congress conference dr spinale director cardiovascular translational center', 'upon heart', 'journal fellow', 'clinical study', 'working collaborate', 'technology transfer', 'including american heart association american college cardiology ha invited present nationally internationally major scientific meeting', 'heart failure', 'fellow several', 'heart association', 'several professional', 'cause death', 'md', 'various pharmaceutical', 'present nationally', 'clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally', 'small business', 'delivery system', 'particular focus', 'leading cardiovascular', 'peer reviewed', 'association american', 'directed translational', 'cardiology ha', 'past two decade mechanistic', 'journal consultant', 'director cardiovascular', 'develop microdialysis'}"
158,"Srivastava, Biplav","{'service', 'traffic', 'smarter city water', 'health', 'city water', 'artificial intelligence', 'smarter city'}"
159,"Stanford, Thomas G.","{'engineering centerroom main streetcolumbia', 'sc', 'michigan', 'main streetcolumbia', 'centerroom main', 'engineering centerroom', 'math'}"
160,"Stiffler, Nick",{'robotics'}
161,"Sudarshan, Tangali S.","{'sc sudarshan specialization', 'main streetcolumbia', 'sc sudarshan', 'swearingenroom main streetcolumbia', 'swearingenroom main', 'sudarshan specialization'}"
162,"Summers, Bill ","{'westinghouse savannah', 'national workshop', 'metal hydride', 'largest onboard', 'system dr', 'science technology', 'center srtc', 'charter member', 'propulsion institute', 'three year', 'hydrogen production', 'dr summer manager hydrogen program within hydrogen technology laboratory', 'technology wa', 'storage system', 'hydrogen program', 'development hydrogen', 'board director', 'state hydrogen', 'bed development', 'container hydrogen', 'new product', 'site representative', 'summer involved', 'analyze bed', 'analyze develop', 'dr summer', 'also organized', 'program currently', 'doe ne', 'enhancement currently', 'chairman first', 'major national', 'developing first', 'hydride container', 'engineering hydrogen', 'hydrogen electric', 'associated technology', 'onboard metal', 'solid state', 'material associated', 'hybrid hydrogen', 'national meeting', 'science technology doe ne addition program management', 'development world', 'summer manager', 'represents srtc', 'dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy', 'emerging technology', 'plan nuclear', 'future program', 'hydrogen vehicle', 'program manager', 'year study', 'company wsrc', 'group developing', 'also member', 'river technology', 'transfer enhancement', 'bed performance', 'ha extensive', 'summer ha', 'cell vehicle', 'hydrogen storage', 'assess feasibility', 'nuclear hydrogen', 'involves engineering', 'first commercial', 'cell propulsion', 'utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently', 'workshop help', 'represents srtc fuel cell propulsion institute board director', 'program management', 'advanced energy', 'chairman national', 'field advanced', 'establish plan', 'including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association', 'program analyze', 'experience new', 'technology involves', 'also managed', 'production doe', 'technology laboratory', 'project develop', 'dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance', 'manager hydrogen', 'extensive experience', 'fuel cell', 'major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne', 'mining vehicle', 'model analyze', 'help establish', 'managed project', 'energy system', 'doe oit', 'storage bed', 'addition program', 'cell mining', 'electric transit', 'development mathematical', 'including heat', 'member recently', 'chaired national', 'oit industry', 'representative national', 'funded doe', 'involved development', 'nuclear energy', 'within hydrogen', 'principal investigator', 'co chaired', 'program within', 'storage material', 'first hydrogen', 'river company', 'focused hydrogen', 'first hybrid', 'year experience', 'bus bus', 'member site', 'technology center', 'since dr', 'managed fuel', 'savannah river technology center srtc ha extensive experience new product development project management', 'numerous program', 'including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service', 'development project', 'investigator three', 'doe office', 'vehicle commercial', 'commercial service', 'recently served', 'utilized world', 'summer principal', 'led numerous', 'mathematical model', 'technology doe', 'annual hydrogen', 'hydrogen technology', 'feasibility nuclear', 'organized managed', 'system ha', 'ha westinghouse', 'wa program', 'including year', 'code standard', 'bus wa', 'storage dr', 'summer also', 'ne addition', 'transit bus', 'national hydrogen', 'storage also', 'institute board', 'project funded', 'manager development', 'hydride storage', 'vehicle project', 'charter member recently served chairman first annual hydrogen storage workshop', 'served chairman', 'meeting focused', 'srtc fuel', 'industrial fuel', 'office nuclear', 'develop emerging', 'project management', 'wsrc since', 'currently chairman', 'standard metal', 'hydrogen association', 'srtc ha', 'develop industrial', 'savannah river', 'world first', 'working group', 'storage workshop', 'first annual', 'also co', 'industry future', 'vehicle using', 'product development', 'national working', 'heat transfer', 'ha led', 'using solid', 'wa first', 'commercial code', 'study assess', 'experience field', 'world largest'}"
163,"Sur, Sanjib ","{'terahertz', 'mobile computing', 'wireless networking', 'millimeterwave'}"
164,"Sutton, Michael","{'finite element modeling cracked body', 'dr sutton coherent incoherent optic application', 'dr sutton', 'application integral method experimental mechanic', 'plastic fracture mechanic', 'experimental mechanic', 'plastic fracture', 'valve problem', 'application integral', 'finite element', 'digital image', 'element modeling', 'boundary valve problem', 'optic application', 'boundary valve', 'digital image processing', 'image processing', 'computer vision', 'cracked body', 'sutton coherent', 'modeling cracked', 'coherent incoherent', 'method experimental', 'integral method', 'incoherent optic', 'fracture mechanic'}"
165,"Taheri-Qazvini, Nader ","{'glassy dynamic', 'material', 'soft matter', 'polymer science', 'hybrid material'}"
166,"Tan, Wenbin",{'vascular biology'}
167,"Tang, Chuanbing","{'polymer', 'biomaterials'}"
168,"Tang, Jijun","{'game', 'computational biology', 'algorithm'}"
169,"Thatcher, Matt E. ","{'examines strategic economic impact information technology focus four theme value', 'economic impact', 'cost information', 'four theme', 'examines strategic', 'information privacy', 'patent policy', 'policy design', 'social cost', 'theme value', 'information technology', 'software patent', 'social cost information privacy', 'impact information', 'offshoring', 'strategic economic', 'technology focus', 'focus four', 'software patent policy design'}"
170,"Tong, Yan","{'professor tong focus computer vision pattern recognition especially human computer interaction including limited', 'human computer', 'vision pattern', 'computer vision', 'recognition especially', 'especially human', 'interaction including', 'computer interaction', 'pattern recognition', 'focus computer', 'tong focus', 'professor tong', 'including limited'}"
171,"Tooren, Michel  van","{'knowledge based', 'aircraft certification', 'design automation', 'knowledge based engineering', 'tooren design', 'system engineering road vehicle aerodynamics', 'van tooren', 'road vehicle', 'alternative aircraft concept', 'alternative aircraft', 'composite aircraft', 'aircraft fuselage', 'dr van', 'composite aircraft fuselage', 'vehicle aerodynamics', 'engineering road', 'dr van tooren design automation', 'system engineering', 'based engineering', 'aircraft concept'}"
172,"Uline, Mark J.","{'soft matter', 'thermodynamics', 'nucleation', 'statistical mechanic', 'biophysics'}"
173,"Valafar, Homayoun","{'information processing', 'bioinformatics', 'neural information', 'artificial intelligence', 'machine learning', 'computational biology', 'neural information processing'}"
174,"Valtorta, Marco",{'artificial intelligence'}
175,"Van Brunt, Vincent","{'tennessee', 'carnegie mellon', 'polytechnic', 'ph'}"
176,"Vargas, Juan","{'science engineering', 'professor computer', 'adjunct professor', 'dr vargas adjunct professor computer science engineering department', 'computer science', 'engineering department', 'vargas adjunct', 'dr vargas'}"
177,"Vidal, Jose M. ","{'agentbased modeling', 'artificial intelligence', 'multiagent system', 'distributed system'}"
178,"Viparelli, Enrica","{'present associate', 'civil environmental', 'associate professor', 'environmental engineering', 'civil environmental engineering', 'assistant professor', 'columbia', 'present associate professor'}"
179,"Vitzilaios, Nikolaos (Nikos)","{'perception autonomous navigation mobile robot', 'mechatronics', 'aircraft system', 'system uas', 'perception autonomous', 'machine learning', 'control system', 'autonomous navigation', 'automation', 'navigation mobile', 'autonomous unmanned', 'unmanned system', 'area autonomous', 'robot team', 'unmanned aircraft', 'operational autonomy', 'dr vitzilaios', 'broad area', 'field robotics', 'unmanned aircraft system uas', 'intelligent system', 'mobile robot', 'dr vitzilaios broad area autonomous unmanned system robotics', 'system robotics', 'vitzilaios broad'}"
180,"Vogt, Thomas","{'physic', 'material science', 'chemistry'}"
181,"Wang, Guiren","{'superresolution imaging', 'turbulence mixing', 'labonachip', 'micronanofluidics', 'cancer detection'}"
182,"Wang, Guoan","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
183,"Wang, Song","{'image processing', 'computer vision', 'machine learning'}"
184,"Wang, Xiaofeng","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
185,"Wang, Yi","{'order modeling', 'wang', 'mesenchymal stem', 'large scale system level simulation', 'engineering cd', 'system design', 'scale system', 'including model development', 'intelligencel lee', 'among others specific focus physic based adaptive modeling', 'high fidelity', 'fem analysis', 'integration massive', 'management', 'long term', 'labdr wang', 'discovery', 'including fluid', 'system level', 'multidisciplinary analysis', 'energy management', 'modeling multidisciplinary', 'data enabled', 'closed form', 'adaptive model', 'including engineering', 'process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization', 'data mining', 'pdf imsel', 'computational data', 'goal towards', 'spiral inertial', 'trade space exploration', 'stem cell', 'microfluidics nanofluidics', 'cfd fem', 'machine learning', 'term goal', 'enabled science', 'among others', 'adaptive model integration massive real time data analytics', 'engineering data', 'process control', 'real time', 'towards engineering', 'cd application', 'rosanoa', 'including model', 'thermal energy management', 'curriculum vitae', 'additive manufacturing', 'enrichment bone', 'j garsona', 'science engineering', 'multiphysics cfd', 'form modeling', 'j klarmannc', 'multiscale system', 'label free', 'thermal energy', 'lai', 'fidelity multiphysics', 'trade space', 'wang computational', 'control synthesis', 'system engineering', 'level simulation', 'engineering microfluidics', 'marrow spiral', 'pant j klarmannc', 'massive real', 'high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation', 'label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics', 'modeling real', 'computing visualization', 'parameter estimation', 'time simulation', 'free mesenchymal', 'multi fidelity', 'time data', 'model development', 'fluid structural', 'analysis optimization', 'analytical method', 'based adaptive', 'others specific', 'green computing', 'data analytics', 'including engineering data mining', 'focus physic', 'reduced order', 'surrogate modeling', 'hardware development', 'alvarez', 'model integration', 'long term goal towards engineering intelligencel lee', 'pant j', 'vitae pdf', 'analysis reduced', 'large scale', 'green computing visualization system engineering microfluidics nanofluidics', 'engineering intelligencel', 'imsel labdr', 'structural interaction', 'experimentation', 'control data', 'uncertainty quantification', 'modeling closed', 'visualization system', 'bone marrow', 'data driven', 'specific focus', 'physic based', 'driven multi', 'including fluid structural interaction', 'fidelity surrogate', 'cell enrichment', 'inertial microfluidics', 'prabhakarpandiana', 'space exploration', 'curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering', 'application multiphysics', 'adaptive modeling', 'multiphysics multiscale'}"
186,"Wei, Xiaojun","{'functional nanoparticles', 'biosensor', 'biomedical engineering', 'nanopore'}"
187,"Wells, James R.","{'patient biomarkers', 'particular attention', 'recurrent squamous', 'medicineva campusbld', 'investigate marker', 'school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence', 'squamous cell', 'infection freshly', 'resected tissue', 'african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec', 'biomarkers predict', 'study determine', 'predict gene', 'hpv positive', 'hnscc tumor', 'american patient', 'hpv hnscc', 'positive hpv', 'biomarkers pathway', 'gene therapy', 'different hpv', 'pathway tumor', 'well clinical', 'clinical cancer', 'clinical focus', 'ferry rdprofessor', 'efficacy recurrent', 'hpv infection', 'cell carcinoma', 'african american', 'neck clinical', 'purpose study', 'attention biomarkers', 'negative cancer', 'marker specific', 'tissue specimen', 'cancer dec', 'analysis hpv', 'rdprofessor well', 'freshly resected', 'expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development', 'focus analysis', 'american european', 'pathway may', 'specimen investigate', 'tumor development', 'school medicineva', 'european american', 'type hpv', 'particular attention biomarkers pathway may different hpv positive hpv negative cancer', 'carcinoma head', 'specific pathway', 'head neck', 'determine presence', 'hpv negative', 'expression type', 'therapy efficacy', 'campusbld garner', 'may different', 'specimen purpose', 'garner ferry', 'tumor specimen'}"
188,"White, Ralph E.","{'cv dr', 'cv dr whiteph', 'dr whiteph', 'california berkeley'}"
