,researcher_name,skills
144,"Sabalowsky, Andrew","{'dr sabalowsky prior expertise anaerobic process', 'expertise anaerobic', 'technology centered', 'hydrogen production', 'specifically relate', 'micro wind turbine', 'microbial fuel', 'product recently', 'xenobiotic molecule', 'wind turbine', 'relate bioremediation', 'energy technology', 'biofuel production', 'microbial fuel cell', 'methane hydrogen', 'wave attenuation', 'bioremediation hazardous', 'centered fluid', 'fluid flow', 'renewable energy', 'micro wind', 'dr sabalowsky', 'anaerobic process', 'molecule biofuel', 'specifically relate bioremediation hazardous xenobiotic molecule biofuel production', 'hazardous xenobiotic', 'fermentable product', 'renewable energy technology centered fluid flow', 'ha methane hydrogen production', 'solar chimney', 'sabalowsky prior', 'prior expertise', 'fermentable product recently', 'fuel cell', 'ha methane'}"
145,"Sadati, Monirosadat (Sanaz)","{'external stimulus', 'controlled cargo', 'bottom approach', 'tunable macroscopic', 'controlled release', 'self propulsion', 'micro rheology', 'condition operation', 'environment design', 'property systematic', 'biosensing common', 'motion regulate', 'energy motion', 'many application', 'efficiently realistic', 'chicago', 'engineer responsive material unique architectural feature designed broad range application including tissue engineering', 'stimulus inspired', 'actuation', 'application including', 'emphasis anisotropic', 'engineer responsive', 'soft material', 'harvard', 'self assembly soft material', 'tissue engineering', 'biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature', 'micromachines navigate', 'name many', 'unique architectural', 'active micromotors', 'cargo transport', 'systematic study', 'real time', 'study structure', 'macroscopic property', 'including tissue', 'artificial micromotors', 'explore micro', 'postdoctoral associate', 'application drug', 'micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation', 'autonomous micromachines', 'remediation name', 'inspired biomechanics', 'material science', 'study self', 'leading new', 'broad range', 'move complex', 'release vicinity', 'component capable', 'local energy', 'phd', 'response external', 'amirkabir technology', 'bacteria ability', 'developed transduce', 'directed motion', 'drug delivery', 'propulsion artificial', 'assembly soft', 'dynamic', 'structure rheology', 'controlled cargo transport', 'real time structure rheology', 'design autonomous', 'eth zurich', 'designed broad', 'sadati lab pursue bottom approach study structure', 'micromotors envisioned', 'artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading', 'natural microswimmers', 'complex environment', 'sadati lab', 'tunable macroscopic property systematic study self assembly', 'micromotors developed', 'feature among', 'common feature', 'topological defect', 'pursue bottom', 'architectural feature', 'propulsion response', 'polymer engineering', 'among natural', 'energy directed', 'capable leading', 'convert energy', 'material unique', 'environment explore', 'feature designed', 'controlled release vicinity cell', 'realistic condition', 'navigate efficiently', 'artificial active', 'assistant professor', 'drug loading', 'responsive material', 'approach study', 'january postdoctoral associate', 'transduce local', 'water remediation', 'vicinity cell', 'anisotropic component', 'ability convert', 'time structure', 'microswimmers complex', 'range application', 'envisioned broad', 'january postdoctoral', 'emphasis anisotropic component capable leading new', 'self assembly', 'rheology microswimmers', 'water remediation name many application', 'microswimmers bacteria', 'motion propulsion', 'biomechanics nature', 'regulate self', 'lab pursue', 'micromotors move'}"
146,"Sahin, Alphan ","{'wireless communication', 'signal processing'}"
147,"Santi, Enrico","{'involved development', 'listen stereo', 'use computer', 'electronics may', 'electricity needed', 'santi long', 'weight current', 'multiple simulation', 'minimal weight', 'simulation language', 'virtual test', 'system power', 'support input', 'electricity needed run thing use everyday processed', 'delivered maximum efficiency', 'come contact power electronics thanks power electronics', 'physic based', 'control simulation advanced electrical power distribution system', 'thing use', 'electrical power', 'simulation electrical', 'power system', 'simulation based', 'distribution system', 'run thing', 'based tool', 'type telephone', 'modeling power', 'device test', 'swearingenroom main', 'test bed', 'sc santi', 'long term', 'use everyday', 'term area', 'smallest size', 'power electronics', 'hole cordless', 'talk type', 'simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice', 'size minimal', 'sc santi long term area power electronics may interaction power electronics think drive car', 'maximum efficiency', 'bed support', 'etc hardware', 'prototyping power', 'power semiconductor', 'control simulation', 'power distribution', 'filtered', 'delivered maximum', 'etc hardware loop simulation electrical system', 'simulation advanced', 'advanced electrical', 'development virtual', 'area power', 'smallest size minimal weight current modeling', 'current modeling', 'loop simulation', 'cordless drill', 'everyday processed', 'may interaction', 'swearingenroom main streetcolumbia', 'electronic device', 'particular involved', 'contact power', 'needed run', 'cook microwave', 'input multiple', 'make hole', 'semiconductor device', 'electrical system', 'drive car', 'electronics thanks', 'interaction power', 'electronics think', 'hardware loop', 'acsl', 'based modeling', 'tool rapid', 'power electronic', 'physic based modeling power semiconductor device particular involved development virtual test bed', 'think drive', 'talk type telephone', 'saber', 'come contact', 'language spice', 'rapid prototyping', 'make hole cordless drill', 'main streetcolumbia', 'thanks power', 'device particular'}"
148,"Sasanakul, Inthuorn",{'geotechnical engineering'}
149,"Schooley, Benjamin","{'design science', 'health informatics', 'health'}"
150,"Shazly, Tarek ","{'providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system', 'two distinct', 'strategy generalized', 'vascular tissue', 'early work', 'inquiry impacted', 'computational model', 'theoretical biomechanical', 'intra vessel', 'clinical practice', 'sealant application', 'device development', 'face rapid', 'native engineered', 'area experimental', 'area impactful', 'mechanosensitive vascular', 'practice area', 'emergent device', 'material interaction', 'drug pharmacokinetics', 'model clearly', 'needed design', 'publication established', 'modeling endovascular', 'previously understudied', 'tissue essential', 'field demand', 'wa focused', 'device degradation erosion kinetics accommodate inherent complexity face rapid device development', 'technology drug', 'optimize', 'experimental theoretical', 'expect nearly', 'action potential', 'require predictive', 'introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute', 'area interaction', 'meet field', 'regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand', 'approach needed', 'quantifying local', 'tissue engineered', 'implanted polymeric', 'impactful term', 'critical region', 'related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization', 'line inquiry', 'introducing tissue', 'purpose optimizing', 'requiring consideration', 'tissue substitute', 'technologiesendovascular technology', 'yet critical', 'design strategy', 'assessment', 'substitute publication', 'development finite', 'focused understanding', 'deployment strategy', 'strategy facilitate', 'risk new', 'basis engineering', 'related publication', 'drug eluting', 'finite element', 'composition', 'tissue material', 'model design', 'mechanically mediated', 'region circulatory', 'vessel variation', 'material biocompatibility', 'emerged line', 'exploited advanced', 'mechanical principle', 'area characterization', 'environment mechanosensitive', 'tissue remodeling', 'biocompatibility power', 'design deployment', 'coated balloon', 'engineering vascular', 'way first', 'work ha', 'regulatory agency', 'elaboration thus', 'year multidisciplinary', 'technology meet', 'phenomenon exploited', 'strategy enhance', 'focused development', 'safe introduction', 'evolved past', 'vesselsthe identification', 'cell normal', 'property', 'clearly explain', 'demonstration adhesion', 'established novel', 'mediated vascular', 'steadily evolved', 'continued advancement', 'disease state', 'understudied yet', 'explain mechanism', 'provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second', 'across material', 'accommodate inherent', 'distinct way', 'ha focused', 'surgical sealant', 'material soft', 'blood vesselsthe', 'soft tissuesmy', 'potential vascular', 'principle explain', 'consideration hemodynamics', 'exhibit enhanced', 'strength without', 'vascular substitute', 'field two', 'enhance adhesion', 'engineered construct', 'design second', 'matrix elaboration', 'typically requiring', 'endovascular technology', 'biomechanical study', 'inherent complexity', 'specific phenomenon', 'understanding mechanically mediated vascular tissue remodeling', 'provided initial', 'facilitate continued', 'performance publication', 'tissue specific', 'applying continuum mechanical principle explain intra vessel variation geometry', 'element based', 'optimizing surgical', 'work wa', 'publication emerged', 'nearly require', 'kinetics accommodate', 'potential risk', 'adhesion tissue', 'mechanical model', 'endovascular technologiesendovascular', 'providing data', 'explain intra', 'complexity face', 'drug coated', 'novel design', 'rapid device', 'interaction implanted', 'advanced material', 'balloon steadily', 'variation geometry', 'providing basis', 'interaction purpose', 'study native', 'adhesion strength', 'drug coated balloon steadily evolved past year multidisciplinary approach needed design', 'mechanism action', 'without compromising', 'erodible scaffold', 'agency begun', 'model previously', 'understanding soft', 'new technology', 'applying continuum', 'generalized across', 'engineered blood', 'construct exhibit', 'begun expect', 'based computational', 'eluting stent', 'evaluate emergent device', 'predictive computational', 'initial demonstration', 'typically requiring consideration hemodynamics', 'power strategy', 'application area', 'data model', 'compromising material', 'publication area', 'tissuesmy early', 'work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state', 'impacted field', 'thus potential', 'understanding mechanically', 'vascular cell', 'material system', 'past year', 'advancement endovascular', 'model vascular', 'circulatory system', 'degradation erosion', 'constitutive mechanical', 'material design', 'system surgical', 'enhanced matrix', 'evaluate emergent', 'area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first', 'essential quantifying', 'polymeric material', 'sealant performance', 'local environment', 'material mechanic', 'erosion kinetics', 'multidisciplinary approach', 'continuum mechanical', 'modeling endovascular technologiesendovascular technology drug eluting stent', 'soft tissue', 'technology safe', 'normal disease', 'term providing', 'introduction clinical', 'identification constitutive', 'device degradation'}"
151,"Shepherd, Jeremiah","{'shepherd teach', 'jj shepherd', 'csce course', 'jj shepherd teach csce course', 'teach csce'}"
152,"Sheth, Amit","{'cognitive perceptual', 'smart data', 'big smart', 'perceptual comput', 'artificial intelligence', 'semantic cognitive perceptual comput', 'semantic cognitive', 'knowledge graph', 'big smart data', 'knowledgeinfused learning'}"
153,"Shimpalee, Sirivatch","{'shimpalee current', 'complex system', 'high temperature thermal system', 'transport phenomenon', 'bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon', 'columbia', 'multi scale', 'expertise use', 'horizon main', 'thailand', 'modeling combine', 'inside complex', 'physic inside', 'dimensional modeling', 'use multi', 'energy storage', 'understand physic', 'chiang mai', 'renewable energy', 'energy including', 'temperature thermal', 'bradley', 'scale multi', 'combine electrochemistry', 'electrochemistry understand', 'system particularly', 'area renewable', 'sc', 'including fuel', 'bioenergy expertise', 'current area', 'multi dimensional', 'high temperature', 'shimpalee current area renewable energy including fuel cell', 'thermal system', 'main streetcolumbia', 'horizon main streetcolumbia', 'fuel cell', 'particularly transport'}"
154,"Simin, Grigory","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
155,"Smoak, Wilson","{'elct electrical', 'engineering department', 'following successful', 'digital electronics', 'design course', 'wilson smoak instructor coordinator capstone design course', 'successful career', 'design digital', 'recently intel', 'instructor coordinator', 'elct electrical engineering department', 'smoak instructor', 'wilson smoak', 'electrical engineering', 'career design', 'following successful career design digital electronics', 'capstone design', 'coordinator capstone'}"
156,"Sockalingam, Subramani ","{'experimental mechanic', 'finite element analysis', 'composite', 'computational mechanic', 'element analysis', 'finite element'}"
157,"Spinale, Frank G.","{'board seven', 'cause heart', 'pioneered various', 'particular focus', 'main cause', 'clinical study ha working advance understanding potential treatment major cause heart failure patient also entrepreneur patent nih small business technology transfer grant develop microdialysis microfluidics delivery system cardiac surgery additionally', 'cardiac surgery', 'ha invited', 'major cause', 'also entrepreneur', 'company biotechnology', 'small business', 'ha directed translational effort thematic area cardiovascular remodeling particular focus upon heart failure', 'ha pioneered', 'leading cardiovascular', 'advance understanding', 'renowned cardiovascular', 'decade mechanistic', 'journal fellow', 'major scientific', 'cardiology ha', 'death disability', 'translational effort', 'remodeling particular', 'cardiovascular translational', 'francis spinale', 'including american', 'potential treatment', 'cardiovascular remodeling', 'publication leading', 'director cardiovascular', 'md', 'business technology', 'pharmaceutical company', 'transfer grant', 'directed translational', 'professional society', 'scientific meeting', 'dr spinale serf ditorial board seven prestigious scientific journal consultant various pharmaceutical company biotechnology company credit', 'collaborate department', 'american college', 'ha pioneered various project cardiac working collaborate department faculty som va', 'cause death', 'congress conference', 'ha directed', 'reviewed publication', 'consultant various', 'working advance', 'several professional', 'prestigious scientific', 'biotechnology company', 'faculty som', 'phd', 'american heart', 'including american heart association american college cardiology ha invited present nationally internationally major scientific meeting', 'upon heart', 'also ha', 'dr spinale', 'present nationally', 'working collaborate', 'journal consultant', 'past two decade mechanistic', 'study ha', 'also ha peer reviewed publication leading cardiovascular journal fellow several professional society', 'past two', 'ha working', 'failure patient', 'seven prestigious', 'thematic area', 'heart association', 'technology transfer', 'patient also', 'project cardiac', 'internationally major', 'ha peer', 'spinale director', 'invited present', 'main cause death disability', 'congress conference dr spinale director cardiovascular translational center', 'som va', 'various pharmaceutical', 'entrepreneur patent', 'delivery system', 'serf ditorial', 'company credit', 'clinical study', 'heart failure', 'system cardiac', 'develop microdialysis', 'ditorial board', 'college cardiology', 'various project', 'surgery additionally', 'translational center', 'understanding potential', 'grant develop', 'spinale serf', 'nationally internationally', 'internationally renowned cardiovascular scientist', 'cardiovascular scientist', 'effort thematic', 'peer reviewed', 'fellow several', 'cardiovascular journal', 'cardiac working', 'internationally renowned', 'association american', 'conference dr', 'translational', 'microdialysis microfluidics', 'treatment major', 'patent nih', 'nih small', 'area cardiovascular', 'microfluidics delivery', 'two decade', 'focus upon', 'scientific journal', 'department faculty'}"
158,"Srivastava, Biplav","{'traffic', 'smarter city', 'city water', 'artificial intelligence', 'service', 'smarter city water', 'health'}"
159,"Stanford, Thomas G.","{'engineering centerroom', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'math', 'sc', 'centerroom main', 'michigan'}"
160,"Stiffler, Nick",{'robotics'}
161,"Sudarshan, Tangali S.","{'sudarshan specialization', 'main streetcolumbia', 'swearingenroom main', 'sc sudarshan specialization', 'swearingenroom main streetcolumbia', 'sc sudarshan'}"
162,"Summers, Bill ","{'involved development', 'doe oit', 'hydride container', 'plan nuclear', 'developing first', 'bed development', 'industrial fuel', 'wa program', 'nuclear energy', 'charter member recently served chairman first annual hydrogen storage workshop', 'analyze bed', 'summer manager', 'technology involves', 'served chairman', 'heat transfer', 'develop industrial', 'mining vehicle', 'manager development', 'also organized', 'advanced energy', 'since dr', 'site representative', 'hydride storage', 'industry future', 'currently chairman', 'associated technology', 'also member', 'world largest', 'hydrogen association', 'doe ne', 'transfer enhancement', 'commercial code', 'national meeting', 'propulsion institute', 'system dr', 'standard metal', 'westinghouse savannah', 'first annual', 'program manager', 'new product', 'state hydrogen', 'dr summer manager hydrogen program within hydrogen technology laboratory', 'storage material', 'within hydrogen', 'chairman national', 'emerging technology', 'world first', 'bed performance', 'establish plan', 'onboard metal', 'doe office', 'represents srtc', 'led numerous', 'national workshop', 'hydrogen electric', 'technology center', 'represents srtc fuel cell propulsion institute board director', 'wsrc since', 'project management', 'mathematical model', 'year study', 'institute board', 'program analyze', 'utilized world', 'nuclear hydrogen', 'storage workshop', 'development world', 'first hybrid', 'largest onboard', 'three year', 'summer also', 'assess feasibility', 'program currently', 'including heat transfer enhancement currently chairman national working group developing first commercial code standard metal hydride container hydrogen storage dr summer also member site representative national hydrogen association', 'experience new', 'engineering hydrogen', 'first commercial', 'major national meeting focused hydrogen storage dr summer also co chaired national workshop help establish plan nuclear hydrogen production doe ne', 'meeting focused', 'program management', 'board director', 'also managed', 'hybrid hydrogen', 'development mathematical', 'fuel cell', 'analyze develop', 'feasibility nuclear', 'ha led', 'electric transit', 'container hydrogen', 'development project', 'develop emerging', 'vehicle using', 'dr summer involved development hydrogen storage material associated technology involves engineering hydrogen storage bed development mathematical model analyze bed performance', 'summer principal', 'production doe', 'transit bus', 'project funded', 'extensive experience', 'member site', 'energy system', 'hydrogen technology', 'focused hydrogen', 'river technology', 'field advanced', 'co chaired', 'ha westinghouse', 'hydrogen vehicle', 'group developing', 'program within', 'workshop help', 'river company', 'code standard', 'managed fuel', 'involves engineering', 'chairman first', 'wa first', 'technology doe', 'solid state', 'national hydrogen', 'organized managed', 'product development', 'vehicle commercial', 'future program', 'national working', 'also co', 'savannah river technology center srtc ha extensive experience new product development project management', 'year experience', 'summer involved', 'help establish', 'vehicle project', 'storage bed', 'bus bus', 'investigator three', 'science technology', 'commercial service', 'utilized world largest onboard metal hydride storage system dr summer also organized managed project develop industrial fuel cell vehicle using solid state hydrogen storage also managed fuel cell mining vehicle project funded doe oit industry future program currently', 'bus wa', 'srtc ha', 'science technology doe ne addition program management', 'hydrogen production', 'enhancement currently', 'addition program', 'hydrogen storage', 'manager hydrogen', 'major national', 'project develop', 'dr summer', 'srtc fuel', 'numerous program', 'funded doe', 'member recently', 'technology wa', 'annual hydrogen', 'cell vehicle', 'system ha', 'first hydrogen', 'development hydrogen', 'center srtc', 'principal investigator', 'savannah river', 'material associated', 'summer ha', 'ne addition', 'storage system', 'technology laboratory', 'metal hydride', 'study assess', 'including heat', 'recently served', 'using solid', 'oit industry', 'including year', 'managed project', 'storage dr', 'storage also', 'including year experience field advanced energy system ha westinghouse savannah river company wsrc since dr summer ha led numerous program analyze develop emerging technology wa program manager development world first hybrid hydrogen electric transit bus bus wa first hydrogen vehicle commercial service', 'office nuclear', 'model analyze', 'cell propulsion', 'company wsrc', 'cell mining', 'chaired national', 'hydrogen program', 'dr summer principal investigator three year study assess feasibility nuclear hydrogen production doe office nuclear energy', 'representative national', 'experience field', 'ha extensive', 'working group', 'charter member'}"
163,"Sur, Sanjib ","{'millimeterwave', 'mobile computing', 'terahertz', 'wireless networking'}"
164,"Sutton, Michael","{'plastic fracture mechanic', 'incoherent optic', 'method experimental', 'boundary valve problem', 'element modeling', 'image processing', 'coherent incoherent', 'finite element', 'fracture mechanic', 'digital image processing', 'dr sutton coherent incoherent optic application', 'experimental mechanic', 'application integral', 'digital image', 'application integral method experimental mechanic', 'computer vision', 'cracked body', 'dr sutton', 'finite element modeling cracked body', 'integral method', 'plastic fracture', 'optic application', 'boundary valve', 'valve problem', 'sutton coherent', 'modeling cracked'}"
165,"Taheri-Qazvini, Nader ","{'polymer science', 'glassy dynamic', 'material', 'hybrid material', 'soft matter'}"
166,"Tan, Wenbin",{'vascular biology'}
167,"Tang, Chuanbing","{'polymer', 'biomaterials'}"
168,"Tang, Jijun","{'algorithm', 'game', 'computational biology'}"
169,"Thatcher, Matt E. ","{'social cost', 'social cost information privacy', 'patent policy', 'cost information', 'software patent policy design', 'four theme', 'examines strategic economic impact information technology focus four theme value', 'information technology', 'economic impact', 'information privacy', 'impact information', 'focus four', 'policy design', 'technology focus', 'software patent', 'offshoring', 'theme value', 'strategic economic', 'examines strategic'}"
170,"Tong, Yan","{'pattern recognition', 'human computer', 'vision pattern', 'interaction including', 'professor tong', 'computer vision', 'focus computer', 'tong focus', 'computer interaction', 'including limited', 'recognition especially', 'especially human', 'professor tong focus computer vision pattern recognition especially human computer interaction including limited'}"
171,"Tooren, Michel  van","{'aircraft fuselage', 'knowledge based', 'vehicle aerodynamics', 'knowledge based engineering', 'van tooren', 'composite aircraft fuselage', 'dr van tooren design automation', 'road vehicle', 'aircraft certification', 'alternative aircraft', 'dr van', 'aircraft concept', 'engineering road', 'based engineering', 'system engineering road vehicle aerodynamics', 'system engineering', 'alternative aircraft concept', 'tooren design', 'design automation', 'composite aircraft'}"
172,"Uline, Mark J.","{'nucleation', 'thermodynamics', 'soft matter', 'biophysics', 'statistical mechanic'}"
173,"Valafar, Homayoun","{'neural information', 'bioinformatics', 'computational biology', 'information processing', 'artificial intelligence', 'neural information processing', 'machine learning'}"
174,"Valtorta, Marco",{'artificial intelligence'}
175,"Van Brunt, Vincent","{'tennessee', 'polytechnic', 'ph', 'carnegie mellon'}"
176,"Vargas, Juan","{'science engineering', 'professor computer', 'engineering department', 'adjunct professor', 'computer science', 'dr vargas', 'dr vargas adjunct professor computer science engineering department', 'vargas adjunct'}"
177,"Vidal, Jose M. ","{'agentbased modeling', 'artificial intelligence', 'distributed system', 'multiagent system'}"
178,"Viparelli, Enrica","{'present associate professor', 'assistant professor', 'columbia', 'present associate', 'civil environmental engineering', 'civil environmental', 'environmental engineering', 'associate professor'}"
179,"Vitzilaios, Nikolaos (Nikos)","{'autonomous unmanned', 'system robotics', 'area autonomous', 'aircraft system', 'dr vitzilaios', 'unmanned aircraft', 'automation', 'perception autonomous navigation mobile robot', 'dr vitzilaios broad area autonomous unmanned system robotics', 'operational autonomy', 'intelligent system', 'unmanned system', 'field robotics', 'perception autonomous', 'autonomous navigation', 'mechatronics', 'mobile robot', 'vitzilaios broad', 'system uas', 'navigation mobile', 'control system', 'unmanned aircraft system uas', 'robot team', 'machine learning', 'broad area'}"
180,"Vogt, Thomas","{'chemistry', 'physic', 'material science'}"
181,"Wang, Guiren","{'micronanofluidics', 'turbulence mixing', 'cancer detection', 'superresolution imaging', 'labonachip'}"
182,"Wang, Guoan","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
183,"Wang, Song","{'image processing', 'machine learning', 'computer vision'}"
184,"Wang, Xiaofeng","{'sc', 'main streetcolumbia', 'swearingenroom main', 'swearingenroom main streetcolumbia'}"
185,"Wang, Yi","{'analysis reduced', 'free mesenchymal', 'intelligencel lee', 'labdr wang', 'thermal energy', 'fidelity multiphysics', 'bone marrow', 'label free', 'j garsona', 'management', 'engineering data', 'structural interaction', 'additive manufacturing', 'multiphysics cfd', 'including model', 'adaptive modeling', 'form modeling', 'engineering intelligencel', 'order modeling', 'mesenchymal stem', 'multiphysics multiscale', 'pant j', 'level simulation', 'process control', 'system level', 'fidelity surrogate', 'focus physic', 'physic based', 'long term goal towards engineering intelligencel lee', 'data analytics', 'cd application', 'scale system', 'high fidelity multiphysics cfd fem analysis reduced order modeling closed form modeling real time simulation', 'real time', 'model development', 'goal towards', 'imsel labdr', 'analytical method', 'inertial microfluidics', 'label free mesenchymal stem cell enrichment bone marrow spiral inertial microfluidics', 'space exploration', 'thermal energy management', 'among others specific focus physic based adaptive modeling', 'pant j klarmannc', 'curriculum vitae', 'adaptive model', 'experimentation', 'long term', 'parameter estimation', 'system design', 'j klarmannc', 'vitae pdf', 'adaptive model integration massive real time data analytics', 'modeling multidisciplinary', 'integration massive', 'term goal', 'multidisciplinary analysis', 'high fidelity', 'including model development', 'machine learning', 'science engineering', 'uncertainty quantification', 'closed form', 'energy management', 'discovery', 'lai', 'among others', 'specific focus', 'fem analysis', 'including fluid', 'rosanoa', 'multiscale system', 'enabled science', 'based adaptive', 'cfd fem', 'large scale', 'engineering microfluidics', 'alvarez', 'trade space', 'microfluidics nanofluidics', 'fluid structural', 'including engineering', 'data enabled', 'including fluid structural interaction', 'system engineering', 'trade space exploration', 'enrichment bone', 'prabhakarpandiana', 'data driven', 'wang computational', 'computing visualization', 'modeling closed', 'towards engineering', 'massive real', 'hardware development', 'time data', 'data mining', 'pdf imsel', 'green computing', 'computational data', 'engineering cd', 'control data', 'curriculum vitae pdf imsel labdr wang computational data enabled science engineering cd application multiphysics multiscale system engineering', 'time simulation', 'including engineering data mining', 'driven multi', 'large scale system level simulation', 'process control data driven multi fidelity surrogate modeling multidisciplinary analysis optimization', 'reduced order', 'cell enrichment', 'modeling real', 'surrogate modeling', 'application multiphysics', 'others specific', 'model integration', 'spiral inertial', 'analysis optimization', 'control synthesis', 'marrow spiral', 'wang', 'green computing visualization system engineering microfluidics nanofluidics', 'visualization system', 'multi fidelity', 'stem cell'}"
186,"Wei, Xiaojun","{'biosensor', 'nanopore', 'biomedical engineering', 'functional nanoparticles'}"
187,"Wells, James R.","{'african american', 'predict gene', 'cancer dec', 'expression type hpv hnscc tumor specimen investigate marker specific pathway tumor development', 'recurrent squamous', 'head neck', 'hpv infection', 'biomarkers pathway', 'tumor development', 'american patient', 'clinical focus', 'freshly resected', 'attention biomarkers', 'tissue specimen', 'expression type', 'particular attention biomarkers pathway may different hpv positive hpv negative cancer', 'type hpv', 'cell carcinoma', 'school medicineva', 'hpv hnscc', 'particular attention', 'hpv negative', 'hnscc tumor', 'investigate marker', 'positive hpv', 'american european', 'hpv positive', 'specific pathway', 'rdprofessor well', 'determine presence', 'may different', 'medicineva campusbld', 'specimen investigate', 'european american', 'ferry rdprofessor', 'campusbld garner', 'therapy efficacy', 'african american european american patient biomarkers predict gene therapy efficacy recurrent squamous cell carcinoma head neck clinical cancer dec', 'marker specific', 'squamous cell', 'infection freshly', 'tumor specimen', 'different hpv', 'specimen purpose', 'patient biomarkers', 'resected tissue', 'efficacy recurrent', 'pathway tumor', 'focus analysis', 'negative cancer', 'purpose study', 'neck clinical', 'biomarkers predict', 'well clinical', 'carcinoma head', 'study determine', 'school medicineva campusbld garner ferry rdprofessor well clinical focus analysis hpv infection freshly resected tissue specimen purpose study determine presence', 'garner ferry', 'pathway may', 'gene therapy', 'analysis hpv', 'clinical cancer'}"
188,"White, Ralph E.","{'dr whiteph', 'cv dr whiteph', 'california berkeley', 'cv dr'}"
