,all_skills
3988,atomic force
3989,product affect
3990,protein aggregation
3991,one therapeutic
3992,electron microscopy
3993,kb activation
3994,effort design
3995,sc moss
3996,involvement protein
3997,cerebrovasculature may
3998,disease therapy
3999,disease senile
4000,attenuate aggregation
4001,hallmark alzheimer
4002,myriad biophysical
4003,protein aggregate
4004,assist effort
4005,force microscopy
4006,aggregation alzheimer
4007,aggregation ha
4008,stimulation neuronal
4009,including nf kb activation correlating change ab aggregation cellular effect assist effort design effective therapeutic agent alzheimer disease therapy
4010,ab aggregation
4011,neuronal apoptosis
4012,ab stimulation
4013,senile plaque
4014,including chromatography
4015,inhibition aggregation ha emerged one therapeutic approach alzheimer disease focus understand aggregation process identify characterize inhibitor attenuate aggregation utilize myriad biophysical technique including chromatography
4016,inhibition aggregation
4017,determine various
4018,interested ab
4019,aggregation cellular
4020,disease focus
4021,static dynamic
4022,dot blotting
4023,aggregation utilize
4024,apoptosis endothelial
4025,western blotting
4026,light scattering
4027,inhibitor attenuate
4028,plaque composed
4029,neuronal vascular
4030,ha emerged
4031,vascular cell
4032,therapeutic approach
4033,static dynamic light scattering
4034,emerged one
4035,process identify
4036,microscopy furthermore
4037,effect assist
4038,endothelial inflammatory
4039,understand aggregation
4040,composed primarily
4041,brain associated
4042,aggregation process
4043,perpetuate stoke
4044,approach alzheimer
4045,affect neuronal
4046,identify characterize
4047,one hallmark
4048,activation correlating
4049,fibril deposit
4050,tr pm
4051,sc tr
4052,main st
4053,st columbia
4054,room main st columbia
4055,sc tr pm pm
4056,pm pm
4057,synthesis
4058,computer networking
4059,mobile computing
4060,wireless networking
4061,combination fluid
4062,air conditioning
4063,drop electro
4064,separation science
4065,analysis application
4066,riahi nezhad broad area specialization based innovative combination fluid mechanic
4067,hydraulic fluid mechanic utilizing experimental numerical analysis application flow breached levee levee closure
4068,flow breached
4069,catalyst oxidative
4070,tannery waste
4071,radioactive waste treatment
4072,packed tower
4073,optimal gas
4074,tannery waste water treatment
4075,breached levee
4076,high liquid flow packed tower optimal gas liquid phase interaction
4077,characterization mesoporous
4078,oxidative destruction
4079,flow packed
4080,waste water
4081,synthesis characterization mesoporous heterogeneous catalyst oxidative destruction volatile organic compound application automotive exhaust emission control
4082,riahi nezhad
4083,destruction volatile
4084,biofuel production
4085,tower optimal
4086,using water
4087,driven air
4088,hydraulic fluid
4089,gas shift
4090,based innovative
4091,innovative combination
4092,catalysis separation
4093,application flow
4094,engine driven
4095,electric field
4096,mechanic utilizing
4097,liquid flow
4098,gedac heating
4099,field including
4100,water gas
4101,heating cooling
4102,liquid phase
4103,application automotive
4104,nezhad broad
4105,utilizing experimental
4106,coalescence application
4107,gas engine
4108,radioactive waste
4109,including electro
4110,emission control
4111,street room
4112,volatile organic
4113,application nano
4114,organic compound
4115,gas liquid
4116,application nano catalyst hydrogen production using water gas shift reaction
4117,compound application
4118,heterogeneous catalysis separation enhanced electric field including electro mixing
4119,catalyst hydrogen
4120,hydrogen production
4121,shift reaction
4122,enhanced electric
4123,high liquid
4124,numerical analysis
4125,electro coalescence
4126,drop electro coalescence application biofuel production
4127,automotive exhaust
4128,levee closure
4129,heterogeneous catalyst
4130,separation enhanced
4131,gas engine driven air conditioning gedac heating cooling
4132,conditioning gedac
4133,levee levee
4134,main street room
4135,specialization based
4136,exhaust emission
4137,mesoporous heterogeneous
4138,application biofuel
4139,electro mixing
4140,robotics
4141,james reilly
4142,reilly teach
4143,james reilly teach various undergraduate course
4144,hernandez background
4145,involves development
4146,development characterization
4147,puerto rico
4148,reaction condition
4149,study chemical
4150,also interested
4151,involves study
4152,teaching developing
4153,ch
4154,analytical instrumentation
4155,environmental alternate
4156,reaction experience
4157,application environmental
4158,characterization new
4159,instrumentation technique
4160,engineering chemical
4161,background involves
4162,new catalytic
4163,area chemical
4164,alternate energy
4165,involves teaching
4166,condition involves
4167,system also
4168,material study
4169,ortiz hernandez background involves study heterogeneous catalytic system reaction condition involves development characterization new catalytic material application environmental alternate energy system also interested use analytical instrumentation technique characterization material study chemical reaction experience involves teaching developing new curriculum area chemical engineering chemical technology
4170,system reaction
4171,interested use
4172,use analytical
4173,ortiz hernandez
4174,material application
4175,chemical technology
4176,technique characterization
4177,new curriculum
4178,curriculum area
4179,study heterogeneous
4180,experience involves
4181,amcg specialises
4182,engineering biomedical
4183,including multi
4184,description differential
4185,engineering fluid
4186,adaptive multi
4187,modelling group
4188,multiphase flow
4189,including parallel solution technique
4190,using adjoint
4191,authored journal
4192,seismic inversion
4193,london winning
4194,also head
4195,student completed
4196,author general
4197,dr pain professor department earth science engineering imperial college london icl
4198,technique earth
4199,parallel computational
4200,impact cratering wa honored imperial college london winning excellence award
4201,science group
4202,method ha
4203,dr pain
4204,coupled fluid solid modelling discrete element method
4205,purpose parallel
4206,ocean modelling
4207,linear equation
4208,inversion transient
4209,academic general
4210,coupled fluid
4211,icl comprises
4212,recurrent feed
4213,computation modelling
4214,anisotropic electrical
4215,including multiphase
4216,impact cratering
4217,coastal flow
4218,resolution linear
4219,inverse modelling
4220,uk also
4221,cratering wa
4222,inversion inversion
4223,modelling technique
4224,engineering biomedical science group ha core numerical method ocean
4225,electrical inversion
4226,honored imperial
4227,council grant
4228,dynamic including
4229,feature inverse
4230,engineering fluid including multiphase flow
4231,non linear dynamic
4232,specialises development
4233,oceanography geophysical
4234,feed forward
4235,fluid including
4236,adjoint method
4237,atmosphere climate
4238,parallel solution
4239,general computational
4240,oceanography geophysical fluid dynamic
4241,atmosphere climate system
4242,inversion method
4243,leading modelling
4244,modelling feature
4245,largest grouping
4246,imaging
4247,mesh adaptive
4248,patent
4249,optimisation
4250,group amcg
4251,key proposal
4252,core numerical
4253,code fluidity
4254,geometry original
4255,department earth
4256,wa honored
4257,largest grouping icl comprises active scientist amcg specialises development application innovative world leading modelling technique earth
4258,turbulence modelling
4259,seismic inversion inversion transient coastal flow using adjoint method ha authored journal publication
4260,recognition world
4261,included anisotropic
4262,graduated phd
4263,flow using
4264,winning excellence
4265,discretization technique
4266,fluid solid
4267,recurrent feed forward neural network
4268,pain academic
4269,college london
4270,neutral particle radiation transport
4271,priori error
4272,application innovative
4273,head applied
4274,world leading
4275,earth science
4276,particle radiation
4277,forward neural
4278,numerical shape description differential geometry original author general purpose parallel computational fluid dynamic code fluidity foundation majority activity key proposal
4279,majority activity
4280,mesh adaptive multi phase ocean modelling feature inverse modelling ha included anisotropic electrical inversion
4281,uk also head applied computation modelling group amcg
4282,ha included
4283,recognition world leading dr pain academic general computational fluid dynamic including multi phase flow
4284,london icl
4285,original author
4286,numerical
4287,excellence award
4288,geophysical fluid
4289,transient coastal
4290,ha core
4291,fluidity foundation
4292,applied computation
4293,discrete element
4294,solution technique
4295,resolution linear non linear equation
4296,priori error measure mesh adaptivity
4297,innovative world
4298,journal publication
4299,pain professor
4300,leading dr
4301,non linear
4302,modelling ha
4303,climate system
4304,modelling discrete
4305,group ha
4306,engineering imperial
4307,numerical shape
4308,grouping icl
4309,development application
4310,graduated phd student completed industry council grant
4311,error measure
4312,radiation transport
4313,linear dynamic
4314,foundation majority
4315,activity key
4316,neutral particle
4317,dynamic code
4318,biomedical science
4319,phase ocean
4320,element method
4321,shape description
4322,mesh adaptivity
4323,method ocean
4324,completed industry
4325,comprises active
4326,industry council
4327,measure mesh
4328,solid modelling
4329,linear non
4330,phase flow
4331,multi phase
4332,general purpose
4333,differential geometry
4334,scientist amcg
4335,imperial college
4336,active scientist
4337,patel molecular
4338,regulation vascular
4339,molecular regulation
4340,endothelial smooth
4341,sc patel molecular regulation vascular endothelial smooth muscle cell
4342,smooth muscle
4343,vascular endothelial
4344,sc patel
4345,transfer problem
4346,management microelectronics
4347,transfer moisture
4348,mass transfer
4349,method conjugate
4350,thermal management microelectronics
4351,heat transfer phase change
4352,storage liquid
4353,building environment
4354,moisture migration
4355,problem building
4356,energy storage
4357,solar technology
4358,conjugate heat
4359,liquid solar
4360,transfer phase
4361,heat transfer moisture migration problem building environment
4362,dr paul
4363,includes energy
4364,migration problem
4365,paul includes
4366,numerical method conjugate heat mass transfer problem
4367,heat mass
4368,dr paul includes energy storage liquid solar technology
4369,complex system
4370,study design
4371,dr peter
4372,dr peter complex system study design
4373,peter complex
4374,system study
4375,portia plante
4376,plante teach
4377,portia plante teach various undergraduate course
4378,popovpopov readership
4379,macedonia
4380,skopje
4381,croatia
4382,illinois
4383,sc dr
4384,kiril metodij
4385,readership worldwideph
4386,zagreb
4387,dr popovpopov
4388,sc dr popovpopov readership worldwideph
4389,lineage pathway
4390,septum accomplished
4391,process known
4392,majority involve
4393,known atrioventricular
4394,sc prevalence congenital cardiac malformation place extreme sociological personal burden myriad congenital cardiac defect majority involve region known atrioventricular canal av av canal responsible production av valve membranous portion interventricular septum accomplished process known epithelial mesenchymal cell transformation understanding early heart particular av canal formed critical building foundation future therapeutic measure norris
4395,sc prevalence
4396,rl periostin promotes fibroblastic lineage pathway atrioventricular valve progenitor cell dev dyn
4397,damon
4398,particular av
4399,prevalence congenital
4400,mm
4401,sociological personal
4402,av canal
4403,atrioventricular valve
4404,place extreme
4405,involve region
4406,measure norris
4407,ra
4408,progenitor cell
4409,cell transformation
4410,mesenchymal cell
4411,mj
4412,rr
4413,accomplished process
4414,building foundation
4415,interventricular septum
4416,critical building
4417,pathway atrioventricular
4418,promotes fibroblastic
4419,therapeutic measure
4420,markwald
4421,goodwin
4422,periostin promotes
4423,hoffman
4424,epithelial mesenchymal
4425,understanding early
4426,canal formed
4427,burden myriad
4428,dev dyn
4429,brook
4430,valve progenitor
4431,jd
4432,membranous portion
4433,junor
4434,av valve
4435,fibroblastic lineage
4436,portion interventricular
4437,personal burden
4438,cardiac defect
4439,malformation place
4440,formed critical
4441,transformation understanding
4442,congenital cardiac
4443,future therapeutic
4444,hart
4445,canal responsible
4446,heart particular
4447,cardiac malformation
4448,cell dev
4449,rl periostin
4450,myriad congenital
4451,foundation future
4452,yost
4453,early heart
4454,region known
4455,atrioventricular canal
4456,av av
4457,tan
4458,responsible production
4459,extreme sociological
4460,defect majority
4461,potts
4462,canal av
4463,valve membranous
4464,known epithelial
4465,production av
4466,asce rail transportation committee
4467,mainly focusing
4468,railroad infrastructure
4469,high speed rail
4470,simulation currently
4471,asce rail
4472,transit track
4473,discrete element simulation currently serving committee member three trb committee
4474,track structure
4475,focusing heavy
4476,trb committee
4477,pavement
4478,arema committee
4479,mainly focusing heavy haul transit track structure
4480,two arema committee
4481,rail transportation
4482,two arema
4483,element simulation
4484,geotechnics railroad
4485,dr yu qian ha working transportation geotechnics railroad infrastructure related
4486,transportation geotechnics
4487,member three
4488,working transportation
4489,qian ha
4490,dr yu
4491,heavy haul
4492,infrastructure related
4493,geosynthetics
4494,transportation committee
4495,serving committee
4496,speed rail
4497,yu qian
4498,haul transit
4499,high speed
4500,three trb
4501,currently serving
4502,ranson scale
4503,mathematical modeling mechanical system measurement system life prediction application technology learning system
4504,technology learning
4505,dr ranson
4506,system measurement
4507,application technology
4508,modeling mechanical
4509,mathematical modeling
4510,scale invariant
4511,measurement system
4512,system life
4513,application measurement
4514,vision application
4515,dr ranson scale invariant computer vision application measurement mechanical system
4516,prediction application
4517,invariant computer
4518,measurement mechanical
4519,notre dame
4520,connecticutdr elizabeth
4521,two year
4522,information organization
4523,coordinating council
4524,medical school
4525,technology also
4526,health prior
4527,technology associate
4528,connecticutdr elizabeth regan chair department integrated information technology associate professor health information technology also adjunct professor arnold school public health prior joining usc july
4529,kentucky medical
4530,national himss
4531,public health
4532,elmer donna
4533,also adjunct
4534,program wa
4535,recently appointed
4536,physician leadership
4537,kentucky regional
4538,kentucky
4539,year
4540,innovation committee
4541,rural physician
4542,served chair department information system
4543,eastern kentucky
4544,faculty kentucky
4545,elmer donna smith endowed chair health system management two year serf board director northeast kentucky regional health information organization neky rhio
4546,dr regan
4547,extension center
4548,professor arnold
4549,rhio also
4550,arnold school
4551,regan served
4552,serf regional
4553,leadership program
4554,morehead state
4555,chair health
4556,also serf
4557,center eastern
4558,school public
4559,smith endowed
4560,connecticutm
4561,management two
4562,year coordinating
4563,regional health
4564,director northeast
4565,chair rhio
4566,organization neky
4567,regan chair
4568,information exchange
4569,kentucky dr
4570,year serf
4571,wa recently
4572,himss innovation
4573,system management
4574,neky rhio
4575,northeast kentucky
4576,chair department
4577,elizabeth regan
4578,member first
4579,kentucky state
4580,appointed national
4581,donna smith
4582,department information
4583,founding member first board chair rhio also serf regional extension center eastern kentucky dr regan served five year coordinating council kentucky state health information exchange faculty kentucky medical school rural physician leadership program wa recently appointed national himss innovation committee
4584,college business
4585,health system
4586,five year
4587,served five
4588,school rural
4589,exchange faculty
4590,endowed chair
4591,board chair
4592,professor health
4593,regional extension
4594,first board
4595,council kentucky
4596,state health
4597,serf board
4598,material state change
4599,relationship material
4600,damage tolerance
4601,life relationship
4602,behavior fuel
4603,reifsnider durability
4604,tolerance strength
4605,aging
4606,dr reifsnider
4607,dr reifsnider durability
4608,material system
4609,strength life
4610,life prognosis
4611,cell science
4612,damage tolerance strength life relationship material system performance life prognosis
4613,material state
4614,long term
4615,state change
4616,term behavior
4617,performance life
4618,system performance
4619,long term behavior fuel cell science engineering
4620,perception
4621,coverage
4622,slam
4623,marine robotics
4624,cooperative localization
4625,friction stir
4626,quantitative fractographic
4627,experimental micro
4628,micro mechanic
4629,fractographic analysis
4630,dr reynolds
4631,quantitative fractographic analysis
4632,dr reynolds friction stir welding
4633,experimental micro mechanic
4634,fatigue fracture
4635,reynolds friction
4636,stir welding
4637,dr rhodes
4638,rhodes computer
4639,engineering manufacturing
4640,computational fluid dynamic
4641,dr rhodes computer aided design
4642,material
4643,separation
4644,magnetic drug targeting
4645,adsorption
4646,method bem
4647,area structural mechanic emphasis railway highway infrastructure
4648,problem ii
4649,highway infrastructure
4650,bridge dr
4651,military bridge
4652,problem wave
4653,engineering high
4654,civilian military
4655,performance material
4656,etc iii bridge engineering high performance material civilian military application
4657,infrastructure bridge
4658,dem
4659,dr rizos
4660,etc iii
4661,implementation computational
4662,ii analysis
4663,railway infrastructure
4664,transient analysis
4665,train rail trackbed soil interaction problem ii analysis design freight
4666,emphasis development
4667,soil interaction
4668,mechanic emphasis
4669,passenger high
4670,structure interaction
4671,rail trackbed
4672,railway highway
4673,trackbed soil
4674,hybrid method problem wave propagation
4675,hybrid method
4676,rail system
4677,passenger high speed railway infrastructure bridge
4678,bridge engineering
4679,military application
4680,speed railway
4681,expertise area
4682,civilian military bridge dr rizos expertise area structural mechanic modeling emphasis development implementation computational method bem
4683,tunnel
4684,analysis multi
4685,transient analysis multi phase medium
4686,soil structure
4687,modeling emphasis
4688,train rail
4689,computational method
4690,emphasis railway
4691,mechanic modeling
4692,phase medium
4693,fem
4694,soil structure interaction
4695,track
4696,analysis design
4697,structural mechanic
4698,design freight
4699,iii bridge
4700,development implementation
4701,material civilian
4702,method problem
4703,interaction problem
4704,rizos expertise
4705,high speed rail system
4706,material performance
4707,nuclear reactor
4708,robert material
4709,performance nuclear
4710,concurrent engineering
4711,manufacturing concurrent engineering
4712,dr robert
4713,product design
4714,dr robert material performance nuclear reactor
4715,manufacturing concurrent
4716,transport property
4717,catalysis
4718,nanomaterials
4719,fluid transport
4720,fluid transport property
4721,pro engineer
4722,wide area
4723,dr rocheleau group ha machine design machine component design group ha done work optimizing design epicyclic gear train ensure long life reduced noise work ha also done helping small medium size company wide area product design issue design concept modeled using pro engineer design software analysis performed variety computer aided engineering tool group ha done work modeling balance plant pem fuel cell system overall design issue involving kinematic dynamic mechanism
4724,also performed dr rocheleau hold several patent
4725,system overall
4726,ensure long
4727,also done
4728,work modeling
4729,machine component
4730,also performed
4731,involving kinematic
4732,dynamic mechanism
4733,design group
4734,done work
4735,robot prosthetic device
4736,new product
4737,done helping
4738,engineer design
4739,medium size
4740,design concept
4741,epicyclic gear
4742,primarily new product innovation device
4743,engineering tool
4744,ha machine
4745,gear train
4746,issue design
4747,tool group
4748,using pro
4749,component design
4750,work optimizing
4751,dr rocheleau
4752,design epicyclic
4753,design software
4754,modeling balance
4755,life reduced
4756,long life
4757,ha done
4758,noise work
4759,optimizing design
4760,area product
4761,robot prosthetic
4762,reduced noise
4763,innovation device
4764,size company
4765,balance plant
4766,design issue
4767,performed variety
4768,rocheleau hold
4769,company wide
4770,train ensure
4771,variety computer
4772,small medium
4773,issue involving
4774,hold several
4775,design machine
4776,several patent
4777,analysis performed
4778,rocheleau group
4779,machine design
4780,concept modeled
4781,modeled using
4782,prosthetic device
4783,helping small
4784,product innovation
4785,performed dr
4786,aided engineering
4787,primarily new
4788,software analysis
4789,kinematic dynamic
4790,plant pem
4791,overall design
4792,niac fellow
4793,director sc
4794,normative reasoning planning
4795,paper bioinformatics
4796,conducted funded
4797,humboldt foundation
4798,bmft german
4799,nsf equivalent
4800,nsf funding
4801,machine intelligence
4802,nasa institute
4803,received nsf
4804,author technical
4805,chemistry conducted
4806,area bioinformatics
4807,education nasa
4808,inbre bioinformatics
4809,core major
4810,ieee author
4811,von humboldt
4812,sc inbre
4813,wa formerly
4814,nih
4815,computational science
4816,member ieee
4817,german nsf
4818,formerly director
4819,bioinformatics core
4820,alexander von humboldt foundation
4821,computational chemistry conducted funded nsf
4822,well commission
4823,computational chemistry
4824,group de
4825,dai multiagent system
4826,support effort
4827,novo peptide
4828,well commission higher education nasa institute advanced concept niac fellow wa formerly director sc inbre bioinformatics core major new focus group de novo peptide sequencing recently received nsf funding support effort
4829,funding support
4830,major new
4831,currently member
4832,advanced concept
4833,focus group
4834,commission higher
4835,computational science area bioinformatics
4836,peptide sequencing
4837,bmft german nsf equivalent
4838,new focus
4839,sequencing recently
4840,reasoning planning
4841,institute advanced
4842,recently received
4843,normative reasoning
4844,fellow wa
4845,dod onr
4846,concept niac
4847,de novo
4848,science area
4849,technical paper
4850,alexander von
4851,dai multiagent
4852,currently member ieee author technical paper bioinformatics
4853,dr sabalowsky prior expertise anaerobic process
4854,expertise anaerobic
4855,technology centered
4856,specifically relate
4857,micro wind turbine
4858,microbial fuel
4859,product recently
4860,xenobiotic molecule
4861,wind turbine
4862,relate bioremediation
4863,energy technology
4864,microbial fuel cell
4865,methane hydrogen
4866,wave attenuation
4867,bioremediation hazardous
4868,centered fluid
4869,micro wind
4870,dr sabalowsky
4871,anaerobic process
4872,molecule biofuel
4873,specifically relate bioremediation hazardous xenobiotic molecule biofuel production
4874,hazardous xenobiotic
4875,fermentable product
4876,renewable energy technology centered fluid flow
4877,ha methane hydrogen production
4878,solar chimney
4879,sabalowsky prior
4880,prior expertise
4881,fermentable product recently
4882,ha methane
4883,external stimulus
4884,controlled cargo
4885,bottom approach
4886,tunable macroscopic
4887,controlled release
4888,self propulsion
4889,micro rheology
4890,condition operation
4891,environment design
4892,property systematic
4893,biosensing common
4894,motion regulate
4895,energy motion
4896,many application
4897,efficiently realistic
4898,chicago
4899,engineer responsive material unique architectural feature designed broad range application including tissue engineering
4900,stimulus inspired
4901,actuation
4902,application including
4903,emphasis anisotropic
4904,engineer responsive
4905,soft material
4906,harvard
4907,self assembly soft material
4908,biosensing common feature among natural microswimmers bacteria ability convert energy motion regulate self propulsion response external stimulus inspired biomechanics nature
4909,micromachines navigate
4910,name many
4911,unique architectural
4912,active micromotors
4913,cargo transport
4914,systematic study
4915,real time
4916,study structure
4917,macroscopic property
4918,including tissue
4919,artificial micromotors
4920,explore micro
4921,postdoctoral associate
4922,micromotors move complex environment explore micro rheology microswimmers complex environment design autonomous micromachines navigate efficiently realistic condition operation
4923,autonomous micromachines
4924,remediation name
4925,inspired biomechanics
4926,study self
4927,leading new
4928,move complex
4929,release vicinity
4930,component capable
4931,local energy
4932,phd
4933,response external
4934,amirkabir technology
4935,bacteria ability
4936,developed transduce
4937,directed motion
4938,drug delivery
4939,propulsion artificial
4940,assembly soft
4941,dynamic
4942,structure rheology
4943,controlled cargo transport
4944,real time structure rheology
4945,design autonomous
4946,eth zurich
4947,designed broad
4948,sadati lab pursue bottom approach study structure
4949,micromotors envisioned
4950,artificial active micromotors developed transduce local energy directed motion propulsion artificial micromotors envisioned broad range application drug loading
4951,natural microswimmers
4952,complex environment
4953,sadati lab
4954,tunable macroscopic property systematic study self assembly
4955,micromotors developed
4956,feature among
4957,common feature
4958,topological defect
4959,pursue bottom
4960,architectural feature
4961,propulsion response
4962,polymer engineering
4963,among natural
4964,energy directed
4965,capable leading
4966,convert energy
4967,material unique
4968,environment explore
4969,feature designed
4970,controlled release vicinity cell
4971,realistic condition
4972,navigate efficiently
4973,artificial active
4974,drug loading
4975,responsive material
4976,approach study
4977,january postdoctoral associate
4978,transduce local
4979,water remediation
4980,vicinity cell
4981,anisotropic component
4982,ability convert
4983,time structure
4984,microswimmers complex
4985,range application
4986,envisioned broad
4987,january postdoctoral
4988,emphasis anisotropic component capable leading new
4989,self assembly
4990,rheology microswimmers
4991,water remediation name many application
4992,microswimmers bacteria
4993,motion propulsion
4994,biomechanics nature
4995,regulate self
4996,lab pursue
4997,micromotors move
4998,wireless communication
4999,signal processing
5000,listen stereo
5001,use computer
5002,electronics may
5003,electricity needed
5004,santi long
5005,weight current
5006,multiple simulation
5007,minimal weight
5008,simulation language
5009,system power
5010,support input
5011,electricity needed run thing use everyday processed
5012,delivered maximum efficiency
5013,come contact power electronics thanks power electronics
5014,physic based
5015,control simulation advanced electrical power distribution system
5016,thing use
5017,electrical power
5018,simulation electrical
5019,simulation based
5020,distribution system
5021,run thing
5022,type telephone
5023,modeling power
5024,device test
5025,sc santi
5026,use everyday
5027,term area
5028,smallest size
5029,hole cordless
5030,talk type
5031,simulation based tool rapid prototyping power system power electronic device test bed support input multiple simulation language spice
5032,size minimal
5033,sc santi long term area power electronics may interaction power electronics think drive car
5034,maximum efficiency
5035,bed support
5036,etc hardware
5037,prototyping power
5038,power semiconductor
5039,control simulation
5040,power distribution
5041,filtered
5042,delivered maximum
5043,etc hardware loop simulation electrical system
5044,simulation advanced
5045,advanced electrical
5046,area power
5047,smallest size minimal weight current modeling
5048,current modeling
5049,loop simulation
5050,cordless drill
5051,everyday processed
5052,may interaction
5053,electronic device
5054,particular involved
5055,contact power
5056,needed run
5057,cook microwave
5058,input multiple
5059,make hole
5060,semiconductor device
5061,electrical system
5062,drive car
5063,electronics thanks
5064,interaction power
5065,electronics think
5066,hardware loop
5067,acsl
5068,based modeling
5069,tool rapid
5070,physic based modeling power semiconductor device particular involved development virtual test bed
5071,think drive
5072,talk type telephone
5073,saber
5074,come contact
5075,language spice
5076,rapid prototyping
5077,make hole cordless drill
5078,thanks power
5079,device particular
5080,geotechnical engineering
5081,design science
5082,health
5083,providing basis engineering vascular tissue substitute publication area impactful term providing data model previously understudied yet critical region circulatory system
5084,two distinct
5085,strategy generalized
5086,early work
5087,inquiry impacted
5088,computational model
5089,theoretical biomechanical
5090,intra vessel
5091,clinical practice
5092,sealant application
5093,device development
5094,face rapid
5095,native engineered
5096,area experimental
5097,area impactful
5098,mechanosensitive vascular
5099,practice area
5100,emergent device
5101,material interaction
5102,drug pharmacokinetics
5103,model clearly
5104,needed design
5105,publication established
5106,modeling endovascular
5107,previously understudied
5108,tissue essential
5109,field demand
5110,wa focused
5111,device degradation erosion kinetics accommodate inherent complexity face rapid device development
5112,technology drug
5113,optimize
5114,expect nearly
5115,action potential
5116,require predictive
5117,introducing tissue engineered construct exhibit enhanced matrix elaboration thus potential vascular substitute
5118,area interaction
5119,meet field
5120,regulatory agency begun expect nearly require predictive computational model clearly explain mechanism action potential risk new technology meet field demand
5121,approach needed
5122,quantifying local
5123,tissue engineered
5124,implanted polymeric
5125,impactful term
5126,critical region
5127,related publication established novel design strategy enhance adhesion strength without compromising material biocompatibility power strategy generalized across material system surgical sealant application area characterization
5128,line inquiry
5129,introducing tissue
5130,purpose optimizing
5131,requiring consideration
5132,tissue substitute
5133,technologiesendovascular technology
5134,yet critical
5135,design strategy
5136,assessment
5137,substitute publication
5138,development finite
5139,deployment strategy
5140,strategy facilitate
5141,risk new
5142,basis engineering
5143,related publication
5144,drug eluting
5145,tissue material
5146,model design
5147,mechanically mediated
5148,region circulatory
5149,vessel variation
5150,material biocompatibility
5151,emerged line
5152,exploited advanced
5153,mechanical principle
5154,area characterization
5155,environment mechanosensitive
5156,biocompatibility power
5157,design deployment
5158,coated balloon
5159,engineering vascular
5160,way first
5161,regulatory agency
5162,elaboration thus
5163,year multidisciplinary
5164,technology meet
5165,phenomenon exploited
5166,strategy enhance
5167,safe introduction
5168,evolved past
5169,vesselsthe identification
5170,cell normal
5171,property
5172,clearly explain
5173,demonstration adhesion
5174,established novel
5175,mediated vascular
5176,steadily evolved
5177,continued advancement
5178,disease state
5179,understudied yet
5180,explain mechanism
5181,provided initial demonstration adhesion tissue specific phenomenon exploited advanced material design second
5182,across material
5183,accommodate inherent
5184,distinct way
5185,surgical sealant
5186,material soft
5187,blood vesselsthe
5188,soft tissuesmy
5189,potential vascular
5190,principle explain
5191,consideration hemodynamics
5192,exhibit enhanced
5193,strength without
5194,vascular substitute
5195,field two
5196,enhance adhesion
5197,engineered construct
5198,design second
5199,matrix elaboration
5200,typically requiring
5201,endovascular technology
5202,biomechanical study
5203,inherent complexity
5204,specific phenomenon
5205,understanding mechanically mediated vascular tissue remodeling
5206,provided initial
5207,facilitate continued
5208,performance publication
5209,tissue specific
5210,applying continuum mechanical principle explain intra vessel variation geometry
5211,element based
5212,optimizing surgical
5213,work wa
5214,publication emerged
5215,nearly require
5216,kinetics accommodate
5217,potential risk
5218,adhesion tissue
5219,mechanical model
5220,endovascular technologiesendovascular
5221,providing data
5222,explain intra
5223,complexity face
5224,drug coated
5225,novel design
5226,rapid device
5227,interaction implanted
5228,advanced material
5229,balloon steadily
5230,variation geometry
5231,providing basis
5232,interaction purpose
5233,study native
5234,adhesion strength
5235,drug coated balloon steadily evolved past year multidisciplinary approach needed design
5236,mechanism action
5237,without compromising
5238,erodible scaffold
5239,agency begun
5240,model previously
5241,understanding soft
5242,new technology
5243,applying continuum
5244,generalized across
5245,engineered blood
5246,construct exhibit
5247,begun expect
5248,based computational
5249,eluting stent
5250,evaluate emergent device
5251,predictive computational
5252,initial demonstration
5253,typically requiring consideration hemodynamics
5254,power strategy
5255,data model
5256,compromising material
5257,publication area
5258,tissuesmy early
5259,work ha focused development finite element based computational model design deployment strategy facilitate continued advancement endovascular technology safe introduction clinical practice area experimental theoretical biomechanical study native engineered blood vesselsthe identification constitutive mechanical model vascular tissue essential quantifying local environment mechanosensitive vascular cell normal disease state
5260,impacted field
5261,thus potential
5262,understanding mechanically
5263,advancement endovascular
5264,model vascular
5265,circulatory system
5266,degradation erosion
5267,constitutive mechanical
5268,material design
5269,system surgical
5270,enhanced matrix
5271,evaluate emergent
5272,area interaction implanted polymeric material soft tissuesmy early work wa focused understanding soft tissue material interaction purpose optimizing surgical sealant performance publication emerged line inquiry impacted field two distinct way first
5273,essential quantifying
5274,polymeric material
5275,sealant performance
5276,local environment
5277,material mechanic
5278,erosion kinetics
5279,multidisciplinary approach
5280,continuum mechanical
5281,modeling endovascular technologiesendovascular technology drug eluting stent
5282,technology safe
5283,normal disease
5284,term providing
5285,introduction clinical
5286,identification constitutive
5287,device degradation
5288,shepherd teach
5289,jj shepherd
5290,csce course
5291,jj shepherd teach csce course
5292,teach csce
5293,cognitive perceptual
5294,smart data
5295,big smart
5296,perceptual comput
5297,semantic cognitive perceptual comput
5298,semantic cognitive
5299,knowledge graph
5300,big smart data
5301,knowledgeinfused learning
5302,shimpalee current
5303,high temperature thermal system
5304,transport phenomenon
5305,bioenergy expertise use multi scale multi dimensional modeling combine electrochemistry understand physic inside complex system particularly transport phenomenon
5306,expertise use
5307,horizon main
5308,thailand
5309,modeling combine
5310,inside complex
5311,physic inside
