nsf_proposal_links_v0,researcher,team
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'Tina Pujara', 'Jitin Singla', 'V Devadas', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'Akhil Upadhyay', 'Jitin Singla', 'V Devadas', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'Jitin Singla', 'Saptarshi Kolay', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'Akhil Upadhyay', 'Jitin Singla', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Smriti Saraswat,"['Smriti Saraswat', 'Tina Pujara', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'V Devadas', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'Tina Pujara', 'V Devadas', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'Avlokita Agrawal', 'Tina Pujara', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'Saptarshi Kolay', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Sonal Atreya,"['Sonal Atreya', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'V Devadas', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'Saptarshi Kolay', 'Jitin Singla', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'Avlokita Agrawal', 'Akhil Upadhyay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'Akhil Upadhyay', 'V Devadas', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'V Devadas', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Tina Pujara,"['Tina Pujara', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Tina Pujara', 'Jitin Singla', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Saptarshi Kolay', 'Tina Pujara', 'Jitin Singla', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Avlokita Agrawal', 'Akhil Upadhyay', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Akhil Upadhyay', 'V Devadas', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Uttam Kumar Roy,"['Uttam Kumar Roy', 'Jitin Singla', 'Tina Pujara', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Jitin Singla', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Saptarshi Kolay', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Saptarshi Kolay', 'Tina Pujara', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Jitin Singla', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,V Devadas,"['V Devadas', 'Avlokita Agrawal', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'V Devadas', 'Jitin Singla', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'Jitin Singla', 'V Devadas', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'Jitin Singla', 'Tina Pujara', 'Akhil Upadhyay', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'Avlokita Agrawal', 'V Devadas', 'Jitin Singla', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Jaydev Dabas,"['Jaydev Dabas', 'V Devadas', 'Jitin Singla', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'V Devadas', 'Tina Pujara', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'Avlokita Agrawal', 'Tina Pujara', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'Tina Pujara', 'Saptarshi Kolay', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'Tina Pujara', 'Jitin Singla', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'Tina Pujara', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Millie Pant,"['Millie Pant', 'Jitin Singla', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'Jitin Singla', 'Avlokita Agrawal', 'V Devadas', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'Akhil Upadhyay', 'Tina Pujara', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'Saptarshi Kolay', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Rajan Arora,"['Rajan Arora', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'V Devadas', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Akhil Upadhyay', 'Jitin Singla', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Jitin Singla', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Saptarshi Kolay', 'V Devadas', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'Jitin Singla', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Ashwani Kumar Sharma,"['Ashwani Kumar Sharma', 'V Devadas', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Tina Pujara', 'V Devadas', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Jitin Singla', 'V Devadas', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Avlokita Agrawal', 'V Devadas', 'Akhil Upadhyay', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Tina Pujara', 'Saptarshi Kolay', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Akhil Upadhyay', 'Saptarshi Kolay', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Bijan Choudhury,"['Bijan Choudhury', 'Tina Pujara', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'Saptarshi Kolay', 'Akhil Upadhyay', 'Tina Pujara', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'V Devadas', 'Avlokita Agrawal', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'Saptarshi Kolay', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'Avlokita Agrawal', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Debabrata Sircar,"['Debabrata Sircar', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Saptarshi Kolay', 'Tina Pujara', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Saptarshi Kolay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'Akhil Upadhyay', 'Jitin Singla', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'Akhil Upadhyay', 'Jitin Singla', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Deepak Sharma,"['Deepak Sharma', 'V Devadas', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'Tina Pujara', 'Jitin Singla', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'Akhil Upadhyay', 'Jitin Singla', 'Tina Pujara', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'Saptarshi Kolay', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,P Gopinath,"['P Gopinath', 'V Devadas', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Tina Pujara', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Saptarshi Kolay', 'Avlokita Agrawal', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Avlokita Agrawal', 'Saptarshi Kolay', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Tina Pujara', 'V Devadas', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Akhil Upadhyay', 'Tina Pujara', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Harsh Chauhan,"['Harsh Chauhan', 'Akhil Upadhyay', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'V Devadas', 'Tina Pujara', 'Jitin Singla', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Tina Pujara', 'Akhil Upadhyay', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Jitin Singla', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Saptarshi Kolay', 'Jitin Singla', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Jitin Singla', 'V Devadas', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Srinivas Kiran Ambatipudi,"['Srinivas Kiran Ambatipudi', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Tina Pujara', 'Saptarshi Kolay', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Tina Pujara', 'Avlokita Agrawal', 'V Devadas', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Akhil Upadhyay', 'V Devadas', 'Saptarshi Kolay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Tina Pujara', 'Avlokita Agrawal', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Avlokita Agrawal', 'Tina Pujara', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Krishna Mohan Poluri,"['Krishna Mohan Poluri', 'Jitin Singla', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'V Devadas', 'Avlokita Agrawal', 'Tina Pujara', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'Jitin Singla', 'V Devadas', 'Akhil Upadhyay', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'Saptarshi Kolay', 'V Devadas', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'Saptarshi Kolay', 'Jitin Singla', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'Jitin Singla', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Maya S.Nair,"['Maya S.Nair', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'Jitin Singla', 'Akhil Upadhyay', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'V Devadas', 'Saptarshi Kolay', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'V Devadas', 'Avlokita Agrawal', 'Tina Pujara']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'Tina Pujara', 'Akhil Upadhyay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,N K Navani,"['N K Navani', 'Saptarshi Kolay', 'Tina Pujara', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'Avlokita Agrawal', 'Saptarshi Kolay', 'Tina Pujara', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'Akhil Upadhyay', 'V Devadas', 'Avlokita Agrawal', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'Akhil Upadhyay', 'Jitin Singla', 'Avlokita Agrawal', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'Saptarshi Kolay', 'V Devadas', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Partha Roy,"['Partha Roy', 'Saptarshi Kolay', 'Jitin Singla', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'Akhil Upadhyay', 'Tina Pujara', 'V Devadas', 'Jitin Singla']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'V Devadas', 'Jitin Singla', 'Avlokita Agrawal']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'Saptarshi Kolay', 'Jitin Singla', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'Avlokita Agrawal', 'Tina Pujara', 'Akhil Upadhyay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'Tina Pujara', 'V Devadas']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Poonam Choudhary,"['Poonam Choudhary', 'Tina Pujara', 'Saptarshi Kolay']"
v0_082_call_for_nomination_workshop_on_design_and_evaluation_of_innovation_policies_with_a_specific_focus_on_scientometrics,Prabhat Kumar Mandal,"['Prabhat Kumar Mandal', 'V Devadas', 'Avlokita Agrawal', 'Jitin Singla', 'Saptarshi Kolay']"
